subject,field,value,source,observed,confidence,note
elandsgracht-53,key_photo,PicturesOriginal/IMG_0196.JPG,photos-2009,2009-10-06,1.0,Apple iPhone 3GS
elandsgracht-53,trading,true,photos-2009,2009-10-06,1.0,"photographed open; presence attested, not a claim about today"
elandsgracht-53,coordinate,"52.3695,4.88",photos-2009,2009-10-06,0.6,"own GPS, DOP 10.0, camera bearing 123.9 deg true"
elandsgracht-53,photo_heading,123.9,photos-2009,2009-10-06,1.0,the shopfront lies along this bearing from the fix
amstel-8,name,De Rokerij 4,placesdata-2011,2011-07-18,0.7,
amstel-8,sort_name,Rokerij 4,placesdata-2011,2011-07-18,0.7,
amstel-8,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
amstel-8,phone,+31 20 620 0484,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
amstel-8,coordinate,"52.366944,4.894227",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
amstel-8,key_photo,PicturesOriginal/IMG_0146.JPG,photos-2009,2009-10-06,1.0,Apple iPhone 3GS
amstel-8,trading,true,photos-2009,2009-10-06,1.0,"photographed open; presence attested, not a claim about today"
amstel-8,coordinate,"52.3671667,4.8941667",photos-2009,2009-10-06,0.9,"own GPS, DOP 3.0, camera bearing 154.9 deg true"
amstel-8,photo_heading,154.9,photos-2009,2009-10-06,1.0,the shopfront lies along this bearing from the fix
korte-leidsedwarsstraat-145,name,The Rookies,placesdata-2011,2011-07-18,0.7,
korte-leidsedwarsstraat-145,sort_name,Rookies,placesdata-2011,2011-07-18,0.7,
korte-leidsedwarsstraat-145,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
korte-leidsedwarsstraat-145,phone,+31 20 639 0978,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
korte-leidsedwarsstraat-145,website,http://rookies.nl,placesdata-2011,2011-07-18,0.4,
korte-leidsedwarsstraat-145,coordinate,"52.363006,4.88537",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
korte-leidsedwarsstraat-145,key_photo,PicturesOriginal/IMG_0871.JPG,photos-2009,2009-10-15,1.0,Apple iPhone 3GS
korte-leidsedwarsstraat-145,trading,true,photos-2009,2009-10-15,1.0,"photographed open; presence attested, not a claim about today"
korte-leidsedwarsstraat-145,coordinate,"52.3631667,4.8855",photos-2009,2009-10-15,0.9,"own GPS, DOP 3.0, camera bearing 328.9 deg true"
korte-leidsedwarsstraat-145,photo_heading,328.9,photos-2009,2009-10-15,1.0,the shopfront lies along this bearing from the fix
warmoesstraat-77,name,Route 66,placesdata-2011,2011-07-18,0.7,
warmoesstraat-77,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
warmoesstraat-77,phone,+31 20 622 0695,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
warmoesstraat-77,coordinate,"52.374873,4.897709",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
warmoesstraat-77,key_photo,PicturesOriginal/IMG_0006.JPG,photos-2009,2009-10-04,1.0,Apple iPhone 3GS
warmoesstraat-77,trading,true,photos-2009,2009-10-04,1.0,"photographed open; presence attested, not a claim about today"
warmoesstraat-77,coordinate,"52.3746667,4.8971667",photos-2009,2009-10-04,0.6,"own GPS, camera bearing 99.9 deg true"
warmoesstraat-77,photo_heading,99.9,photos-2009,2009-10-04,1.0,the shopfront lies along this bearing from the fix
haringpakkerssteeg-8,name,Route 99,placesdata-2011,2011-07-18,0.7,
haringpakkerssteeg-8,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
haringpakkerssteeg-8,phone,+31 20 627 9134,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
haringpakkerssteeg-8,coordinate,"52.376831,4.897348",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
haringpakkerssteeg-8,key_photo,PicturesOriginal/IMG_1156.JPG,photos-2009,2009-10-16,1.0,Apple iPhone 3GS
haringpakkerssteeg-8,trading,true,photos-2009,2009-10-16,1.0,"photographed open; presence attested, not a claim about today"
haringpakkerssteeg-8,coordinate,"52.3766667,4.8978333",photos-2009,2009-10-16,0.6,"own GPS, camera bearing 348.9 deg true"
haringpakkerssteeg-8,photo_heading,348.9,photos-2009,2009-10-16,1.0,the shopfront lies along this bearing from the fix
gerard-doustraat-188,name,Roxy,placesdata-2011,2011-07-18,0.7,
gerard-doustraat-188,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
gerard-doustraat-188,phone,+31 6 49 75 33 82,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
gerard-doustraat-188,coordinate,"52.356444,4.89583",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
gerard-doustraat-188,key_photo,PicturesOriginal/IMG_0595.JPG,photos-2009,2009-10-13,1.0,Apple iPhone 3GS
gerard-doustraat-188,trading,true,photos-2009,2009-10-13,1.0,"photographed open; presence attested, not a claim about today"
gerard-doustraat-188,coordinate,"52.3566667,4.8958333",photos-2009,2009-10-13,0.9,"own GPS, DOP 3.0, camera bearing 188.9 deg true"
gerard-doustraat-188,photo_heading,188.9,photos-2009,2009-10-13,1.0,the shopfront lies along this bearing from the fix
rusland-16,name,Rusland,placesdata-2011,2011-07-18,0.7,
rusland-16,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
rusland-16,phone,+31 20 624 9468,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
rusland-16,website,http://www.tisfris.nl,placesdata-2011,2011-07-18,0.4,
rusland-16,coordinate,"52.369897,4.896641",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
rusland-16,key_photo,PicturesOriginal/IMG_1049.JPG,photos-2009,2009-10-16,1.0,Apple iPhone 3GS
rusland-16,trading,true,photos-2009,2009-10-16,1.0,"photographed open; presence attested, not a claim about today"
rusland-16,coordinate,"52.37,4.8961667",photos-2009,2009-10-16,0.9,"own GPS, DOP 3.0, camera bearing 199.9 deg true"
rusland-16,photo_heading,199.9,photos-2009,2009-10-16,1.0,the shopfront lies along this bearing from the fix
hoofdweg-174,name,Ruthless,placesdata-2011,2011-07-18,0.7,
hoofdweg-174,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
hoofdweg-174,phone,+31 20 412 3057,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
hoofdweg-174,coordinate,"52.365466,4.853331",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
hoofdweg-174,key_photo,PicturesOriginal/IMG_0741.JPG,photos-2009,2009-10-14,1.0,Apple iPhone 3GS
hoofdweg-174,trading,true,photos-2009,2009-10-14,1.0,"photographed open; presence attested, not a claim about today"
hoofdweg-174,coordinate,"52.3655,4.8531667",photos-2009,2009-10-14,0.9,"own GPS, DOP 3.0, camera bearing 140.9 deg true"
hoofdweg-174,photo_heading,140.9,photos-2009,2009-10-14,1.0,the shopfront lies along this bearing from the fix
regulierssteeg-2,name,The Saint,placesdata-2011,2011-07-18,0.7,
regulierssteeg-2,sort_name,Saint,placesdata-2011,2011-07-18,0.7,
regulierssteeg-2,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
regulierssteeg-2,phone,+31 6 44 14 53 29,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
regulierssteeg-2,coordinate,"52.366887,4.894903",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
regulierssteeg-2,key_photo,PicturesOriginal/IMG_0142.JPG,photos-2009,2009-10-06,1.0,Apple iPhone 3GS
regulierssteeg-2,trading,true,photos-2009,2009-10-06,1.0,"photographed open; presence attested, not a claim about today"
regulierssteeg-2,coordinate,"52.367,4.8951667",photos-2009,2009-10-06,0.9,"own GPS, DOP 3.0, camera bearing 110.9 deg true"
regulierssteeg-2,photo_heading,110.9,photos-2009,2009-10-06,1.0,the shopfront lies along this bearing from the fix
2e-laurierdwarsstraat-44,name,Sanementereng,placesdata-2011,2011-07-18,0.7,
2e-laurierdwarsstraat-44,also_known_as,K. Marong,placesdata-2011,2011-07-18,0.6,
2e-laurierdwarsstraat-44,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
2e-laurierdwarsstraat-44,phone,+31 20 624 1907,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
2e-laurierdwarsstraat-44,coordinate,"52.371777,4.879059",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
2e-laurierdwarsstraat-44,key_photo,PicturesOriginal/IMG_1102.JPG,photos-2009,2009-10-16,1.0,Apple iPhone 3GS
2e-laurierdwarsstraat-44,trading,true,photos-2009,2009-10-16,1.0,"photographed open; presence attested, not a claim about today"
2e-laurierdwarsstraat-44,coordinate,"52.3716667,4.8791667",photos-2009,2009-10-16,0.9,"own GPS, DOP 3.0, camera bearing 303.9 deg true"
2e-laurierdwarsstraat-44,photo_heading,303.9,photos-2009,2009-10-16,1.0,the shopfront lies along this bearing from the fix
gillis-van-ledenberchstraat-135,name,Sensemillia 1,placesdata-2011,2011-07-18,0.7,
gillis-van-ledenberchstraat-135,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
gillis-van-ledenberchstraat-135,phone,+31 20 686 5144,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
gillis-van-ledenberchstraat-135,coordinate,"52.375181,4.871417",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
gillis-van-ledenberchstraat-135,key_photo,PicturesOriginal/IMG_0909.JPG,photos-2009,2009-10-15,1.0,Apple iPhone 3GS
gillis-van-ledenberchstraat-135,trading,true,photos-2009,2009-10-15,1.0,"photographed open; presence attested, not a claim about today"
gillis-van-ledenberchstraat-135,coordinate,"52.3751667,4.8711667",photos-2009,2009-10-15,0.9,"own GPS, DOP 1.0, camera bearing 338.9 deg true"
gillis-van-ledenberchstraat-135,photo_heading,338.9,photos-2009,2009-10-15,1.0,the shopfront lies along this bearing from the fix
meer-en-vaart-177b,name,Sensemillia 2,placesdata-2011,2011-07-18,0.7,
meer-en-vaart-177b,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
meer-en-vaart-177b,phone,+31 20 619 8846,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
meer-en-vaart-177b,coordinate,"52.360354,4.807456",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
meer-en-vaart-177b,key_photo,PicturesOriginal/IMG_0679.JPG,photos-2009,2009-10-14,1.0,Apple iPhone 3GS
meer-en-vaart-177b,trading,true,photos-2009,2009-10-14,1.0,"photographed open; presence attested, not a claim about today"
meer-en-vaart-177b,coordinate,"52.3601667,4.8076667",photos-2009,2009-10-14,0.9,"own GPS, DOP 1.0, camera bearing 303.9 deg true"
meer-en-vaart-177b,photo_heading,303.9,photos-2009,2009-10-14,1.0,the shopfront lies along this bearing from the fix
utrechtsestraat-14,name,Sevilla,placesdata-2011,2011-07-18,0.7,
utrechtsestraat-14,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
utrechtsestraat-14,phone,+31 20 624 4820,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
utrechtsestraat-14,coordinate,"52.365461,4.897495",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
utrechtsestraat-14,key_photo,PicturesOriginal/IMG_0836.JPG,photos-2009,2009-10-15,1.0,Apple iPhone 3GS
utrechtsestraat-14,trading,true,photos-2009,2009-10-15,1.0,"photographed open; presence attested, not a claim about today"
utrechtsestraat-14,coordinate,"52.3648333,4.8975",photos-2009,2009-10-15,0.9,"own GPS, DOP 3.0, camera bearing 218.9 deg true"
utrechtsestraat-14,photo_heading,218.9,photos-2009,2009-10-15,1.0,the shopfront lies along this bearing from the fix
warmoesstraat-73,name,Sheeba,placesdata-2011,2011-07-18,0.7,
warmoesstraat-73,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
warmoesstraat-73,phone,+31 20 624 0357,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
warmoesstraat-73,coordinate,"52.374932,4.897819",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
warmoesstraat-73,key_photo,PicturesOriginal/IMG_0008.JPG,photos-2009,2009-10-04,1.0,Apple iPhone 3GS
warmoesstraat-73,trading,true,photos-2009,2009-10-04,1.0,"photographed open; presence attested, not a claim about today"
warmoesstraat-73,coordinate,"52.375,4.8973333",photos-2009,2009-10-04,0.9,"own GPS, DOP 3.0, camera bearing 102.9 deg true"
warmoesstraat-73,photo_heading,102.9,photos-2009,2009-10-04,1.0,the shopfront lies along this bearing from the fix
brouwersgracht-11,name,Siberië,placesdata-2011,2011-07-18,0.7,
brouwersgracht-11,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
brouwersgracht-11,phone,+31 20 623 5909,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
brouwersgracht-11,coordinate,"52.378803,4.893069",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
brouwersgracht-11,key_photo,PicturesOriginal/IMG_0995.JPG,photos-2009,2009-10-15,1.0,Apple iPhone 3GS
brouwersgracht-11,trading,true,photos-2009,2009-10-15,1.0,"photographed open; presence attested, not a claim about today"
brouwersgracht-11,coordinate,"52.379,4.8931667",photos-2009,2009-10-15,0.9,"own GPS, DOP 3.0, camera bearing 253.9 deg true"
brouwersgracht-11,photo_heading,253.9,photos-2009,2009-10-15,1.0,the shopfront lies along this bearing from the fix
hoofdweg-226,name,Sinbad,placesdata-2011,2011-07-18,0.7,
hoofdweg-226,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
hoofdweg-226,phone,+31 20 685 4995,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
hoofdweg-226,coordinate,"52.366903,4.852788",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
hoofdweg-226,key_photo,PicturesOriginal/IMG_0738.JPG,photos-2009,2009-10-14,1.0,Apple iPhone 3GS
hoofdweg-226,trading,true,photos-2009,2009-10-14,1.0,"photographed open; presence attested, not a claim about today"
hoofdweg-226,coordinate,"52.3668333,4.8526667",photos-2009,2009-10-14,0.9,"own GPS, DOP 3.0, camera bearing 96.9 deg true"
hoofdweg-226,photo_heading,96.9,photos-2009,2009-10-14,1.0,the shopfront lies along this bearing from the fix
rembrandtplein-24,name,Smokey,placesdata-2011,2011-07-18,0.7,
rembrandtplein-24,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
rembrandtplein-24,coordinate,"52.365631,4.896376",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
rembrandtplein-24,key_photo,PicturesOriginal/IMG_0862.JPG,photos-2009,2009-10-15,1.0,Apple iPhone 3GS
rembrandtplein-24,trading,true,photos-2009,2009-10-15,1.0,"photographed open; presence attested, not a claim about today"
rembrandtplein-24,coordinate,"52.3658333,4.8963333",photos-2009,2009-10-15,0.9,"own GPS, DOP 3.0, camera bearing 127.9 deg true"
rembrandtplein-24,photo_heading,127.9,photos-2009,2009-10-15,1.0,the shopfront lies along this bearing from the fix
gravenstraat-5,name,Soft Temple,placesdata-2011,2011-07-18,0.7,
gravenstraat-5,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
gravenstraat-5,phone,+31 20 622 9140,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
gravenstraat-5,coordinate,"52.374145,4.89295",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
gravenstraat-5,key_photo,PicturesOriginal/IMG_1189.JPG,photos-2009,2009-10-16,1.0,Apple iPhone 3GS
gravenstraat-5,trading,true,photos-2009,2009-10-16,1.0,"photographed open; presence attested, not a claim about today"
gravenstraat-5,coordinate,"52.3741667,4.8933333",photos-2009,2009-10-16,0.9,"own GPS, DOP 5.0, camera bearing 225.9 deg true"
gravenstraat-5,photo_heading,225.9,photos-2009,2009-10-16,1.0,the shopfront lies along this bearing from the fix
spuistraat-222,name,Softland 1,placesdata-2011,2011-07-18,0.7,
spuistraat-222,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
spuistraat-222,phone,+31 20 420 9799,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
spuistraat-222,coordinate,"52.371427,4.889164",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
spuistraat-222,key_photo,PicturesOriginal/IMG_0228.JPG,photos-2009,2009-10-06,1.0,Apple iPhone 3GS
spuistraat-222,trading,true,photos-2009,2009-10-06,1.0,"photographed open; presence attested, not a claim about today"
spuistraat-222,coordinate,"52.3716667,4.8893333",photos-2009,2009-10-06,0.6,"own GPS, camera bearing 160.9 deg true"
spuistraat-222,photo_heading,160.9,photos-2009,2009-10-06,1.0,the shopfront lies along this bearing from the fix
marnixstraat-333,name,Softland 2,placesdata-2011,2011-07-18,0.7,
marnixstraat-333,also_known_as,Funky Munkey,placesdata-2011,2011-07-18,0.6,
marnixstraat-333,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
marnixstraat-333,phone,+31 20 421 3678,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
marnixstraat-333,coordinate,"52.372809,4.876174",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
marnixstraat-333,key_photo,PicturesOriginal/IMG_0204.JPG,photos-2009,2009-10-06,1.0,Apple iPhone 3GS
marnixstraat-333,trading,true,photos-2009,2009-10-06,1.0,"photographed open; presence attested, not a claim about today"
marnixstraat-333,coordinate,"52.3726667,4.8758333",photos-2009,2009-10-06,0.9,"own GPS, DOP 3.0, camera bearing 159.9 deg true"
marnixstraat-333,photo_heading,159.9,photos-2009,2009-10-06,1.0,the shopfront lies along this bearing from the fix
dusartstraat-22,name,Space Mountain,placesdata-2011,2011-07-18,0.7,
dusartstraat-22,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
dusartstraat-22,phone,+31 20 471 2331,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
dusartstraat-22,coordinate,"52.352167,4.889333",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
dusartstraat-22,key_photo,PicturesOriginal/IMG_0550.JPG,photos-2009,2009-10-13,1.0,Apple iPhone 3GS
dusartstraat-22,trading,true,photos-2009,2009-10-13,1.0,"photographed open; presence attested, not a claim about today"
dusartstraat-22,coordinate,"52.3521667,4.8893333",photos-2009,2009-10-13,0.9,"own GPS, DOP 1.0, camera bearing 127.9 deg true"
dusartstraat-22,photo_heading,127.9,photos-2009,2009-10-13,1.0,the shopfront lies along this bearing from the fix
oudebrugsteeg-4,name,Speak Easy,placesdata-2011,2011-07-18,0.7,
oudebrugsteeg-4,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
oudebrugsteeg-4,phone,+31 20 624 7621,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
oudebrugsteeg-4,coordinate,"52.375269,4.897816",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
oudebrugsteeg-4,key_photo,PicturesOriginal/IMG_1261.JPG,photos-2009,2009-10-16,1.0,Apple iPhone 3GS
oudebrugsteeg-4,trading,true,photos-2009,2009-10-16,1.0,"photographed open; presence attested, not a claim about today"
oudebrugsteeg-4,coordinate,"52.3753333,4.898",photos-2009,2009-10-16,0.9,"own GPS, DOP 5.0, camera bearing 70.9 deg true"
oudebrugsteeg-4,photo_heading,70.9,photos-2009,2009-10-16,1.0,the shopfront lies along this bearing from the fix
westerstraat-121,name,The Spirit,placesdata-2011,2011-07-18,0.7,
westerstraat-121,sort_name,Spirit,placesdata-2011,2011-07-18,0.7,
westerstraat-121,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
westerstraat-121,phone,+31 20 625 4650,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
westerstraat-121,coordinate,"52.378098,4.882967",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
westerstraat-121,key_photo,PicturesOriginal/IMG_1132.JPG,photos-2009,2009-10-16,1.0,Apple iPhone 3GS
westerstraat-121,trading,true,photos-2009,2009-10-16,1.0,"photographed open; presence attested, not a claim about today"
westerstraat-121,coordinate,"52.3783333,4.883",photos-2009,2009-10-16,0.9,"own GPS, DOP 1.0, camera bearing 159.9 deg true"
westerstraat-121,photo_heading,159.9,photos-2009,2009-10-16,1.0,the shopfront lies along this bearing from the fix
utrechtsestraat-21,name,Stix 1,placesdata-2011,2011-07-18,0.7,
utrechtsestraat-21,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
utrechtsestraat-21,phone,+31 1 72 74 28 17,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
utrechtsestraat-21,coordinate,"52.364833,4.898102",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
utrechtsestraat-21,key_photo,PicturesOriginal/IMG_0841.JPG,photos-2009,2009-10-15,1.0,Apple iPhone 3GS
utrechtsestraat-21,trading,true,photos-2009,2009-10-15,1.0,"photographed open; presence attested, not a claim about today"
utrechtsestraat-21,coordinate,"52.3653333,4.8981667",photos-2009,2009-10-15,0.6,"own GPS, camera bearing 172.9 deg true"
utrechtsestraat-21,photo_heading,172.9,photos-2009,2009-10-15,1.0,the shopfront lies along this bearing from the fix
korte-koningsstraat-2,name,Stix 2,placesdata-2011,2011-07-18,0.7,
korte-koningsstraat-2,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
korte-koningsstraat-2,phone,+31 20 420 0428,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
korte-koningsstraat-2,coordinate,"52.371866,4.902633",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
korte-koningsstraat-2,key_photo,PicturesOriginal/IMG_1012.JPG,photos-2009,2009-10-16,1.0,Apple iPhone 3GS
korte-koningsstraat-2,trading,true,photos-2009,2009-10-16,1.0,"photographed open; presence attested, not a claim about today"
korte-koningsstraat-2,coordinate,"52.372,4.9026667",photos-2009,2009-10-16,0.9,"own GPS, DOP 3.0, camera bearing 83.9 deg true"
korte-koningsstraat-2,photo_heading,83.9,photos-2009,2009-10-16,1.0,the shopfront lies along this bearing from the fix
warmoesstraat-59,name,Stone's Corner,placesdata-2011,2011-07-18,0.7,
warmoesstraat-59,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
warmoesstraat-59,phone,+31 20 624 5588,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
warmoesstraat-59,coordinate,"52.375253,4.898107",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
warmoesstraat-59,key_photo,PicturesOriginal/IMG_0004.JPG,photos-2009,2009-10-04,1.0,Apple iPhone 3GS
warmoesstraat-59,trading,true,photos-2009,2009-10-04,1.0,"photographed open; presence attested, not a claim about today"
warmoesstraat-59,coordinate,"52.3748333,4.8968333",photos-2009,2009-10-04,0.9,"own GPS, DOP 3.0, camera bearing 89.9 deg true"
warmoesstraat-59,photo_heading,89.9,photos-2009,2009-10-04,1.0,the shopfront lies along this bearing from the fix
niasstraat-31,name,The Stud,placesdata-2011,2011-07-18,0.7,
niasstraat-31,sort_name,Stud,placesdata-2011,2011-07-18,0.7,
niasstraat-31,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
niasstraat-31,phone,+31 20 694 0983,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
niasstraat-31,coordinate,"52.365158,4.941055",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
niasstraat-31,key_photo,PicturesOriginal/IMG_0457.JPG,photos-2009,2009-10-13,1.0,Apple iPhone 3GS
niasstraat-31,trading,true,photos-2009,2009-10-13,1.0,"photographed open; presence attested, not a claim about today"
niasstraat-31,coordinate,"52.365,4.9415",photos-2009,2009-10-13,0.9,"own GPS, DOP 1.0, camera bearing 310.9 deg true"
niasstraat-31,photo_heading,310.9,photos-2009,2009-10-13,1.0,the shopfront lies along this bearing from the fix
frederik-hendrikstraat-69,name,De Supermarkt,placesdata-2011,2011-07-18,0.7,
frederik-hendrikstraat-69,sort_name,Supermarkt,placesdata-2011,2011-07-18,0.7,
frederik-hendrikstraat-69,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
frederik-hendrikstraat-69,phone,+31 20 486 2497,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
frederik-hendrikstraat-69,website,http://coffeeshopdesupermarkt.nl,placesdata-2011,2011-07-18,0.4,
frederik-hendrikstraat-69,coordinate,"52.375745,4.873789",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
frederik-hendrikstraat-69,key_photo,PicturesOriginal/IMG_0916.JPG,photos-2009,2009-10-15,1.0,Apple iPhone 3GS
frederik-hendrikstraat-69,trading,true,photos-2009,2009-10-15,1.0,"photographed open; presence attested, not a claim about today"
frederik-hendrikstraat-69,coordinate,"52.3758333,4.8735",photos-2009,2009-10-15,0.9,"own GPS, DOP 3.0, camera bearing 48.9 deg true"
frederik-hendrikstraat-69,photo_heading,48.9,photos-2009,2009-10-15,1.0,the shopfront lies along this bearing from the fix
admiraal-de-ruijterweg-104,name,Terminator,placesdata-2011,2011-07-18,0.7,
admiraal-de-ruijterweg-104,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
admiraal-de-ruijterweg-104,phone,+31 20 616 9558,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
admiraal-de-ruijterweg-104,coordinate,"52.372674,4.859494",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
admiraal-de-ruijterweg-104,key_photo,PicturesOriginal/IMG_0710.JPG,photos-2009,2009-10-14,1.0,Apple iPhone 3GS
admiraal-de-ruijterweg-104,trading,true,photos-2009,2009-10-14,1.0,"photographed open; presence attested, not a claim about today"
admiraal-de-ruijterweg-104,coordinate,"52.3726667,4.8595",photos-2009,2009-10-14,0.9,"own GPS, DOP 3.0, camera bearing 110.9 deg true"
admiraal-de-ruijterweg-104,photo_heading,110.9,photos-2009,2009-10-14,1.0,the shopfront lies along this bearing from the fix
prinsengracht-312,name,La Tertulia,placesdata-2011,2011-07-18,0.7,
prinsengracht-312,sort_name,Tertulia,placesdata-2011,2011-07-18,0.7,
prinsengracht-312,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
prinsengracht-312,phone,+31 20 623 8503,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
prinsengracht-312,website,http://www.coffeeshopamsterdam.com,placesdata-2011,2011-07-18,0.4,
prinsengracht-312,coordinate,"52.369492,4.882278",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
prinsengracht-312,key_photo,PicturesOriginal/IMG_1091.JPG,photos-2009,2009-10-16,1.0,Apple iPhone 3GS
prinsengracht-312,trading,true,photos-2009,2009-10-16,1.0,"photographed open; presence attested, not a claim about today"
prinsengracht-312,coordinate,"52.3695,4.8826667",photos-2009,2009-10-16,0.9,"own GPS, DOP 3.0, camera bearing 242.9 deg true"
prinsengracht-312,photo_heading,242.9,photos-2009,2009-10-16,1.0,the shopfront lies along this bearing from the fix
dusartstraat-14,name,Today,placesdata-2011,2011-07-18,0.7,
dusartstraat-14,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
